client_id,department_id,first_sell,last_sell,total_sell,first_buy,last_buy,total_buy,n_forns,n_buys,first_true_sell,time_in_churn,time_in_blu_months,time_in_blu_days,loyal_date,time_to_loyal,churn,earl_churn,ativated_at
47662,9,2020-06-19 15:02:44.000000,2020-08-15 14:36:41.000000,22574.2,2020-08-06 13:10:17.971056,2020-08-16 10:15:26.061362,-3886.80462,2.0,3.0,2020-06-29 00:00:00.000000,2,2.0,47.0,2020-06-29 00:00:00.000000,9.0,0,0,2020-06-28 20:49:39.000000
18634,9,2018-03-21 18:41:27.000000,2018-10-31 14:14:47.000000,48585.2,,,,,,2018-04-07 00:00:00.000000,656,7.0,207.0,2018-04-07 00:00:00.000000,16.0,1,0,2018-04-02 18:56:55.000000
40815,45,2019-11-19 20:52:16.000000,2020-08-15 15:42:52.000000,103350.02,,,,,,2019-11-27 00:00:00.000000,2,9.0,262.0,2019-11-30 00:00:00.000000,10.0,0,0,2019-11-27 13:40:08.000000
22336,45,2018-12-26 15:15:26.000000,2020-07-22 23:32:41.000000,5701.31,,,,,,2019-01-10 00:00:00.000000,25,19.0,559.0,2019-01-10 00:00:00.000000,14.0,0,0,2018-09-10 17:19:30.000000
15197,45,2018-04-03 12:43:03.000000,2020-08-15 20:27:52.000000,865059.13,2018-06-14 15:03:06.433658,2020-08-07 17:43:01.036165,-587077.68,19.0,119.0,2018-04-03 00:00:00.000000,1,29.0,865.0,2018-04-03 00:00:00.000000,-1.0,0,0,2018-04-27 18:37:12.000000
47805,9,2020-06-15 15:02:47.000000,2020-06-17 13:18:41.000000,5.6,,,,,,,61,,,,,1,0,2020-06-18 11:39:39.000000
50407,45,2020-07-31 21:24:49.000000,2020-08-15 11:27:08.000000,2454.2,,,,,,2020-08-06 00:00:00.000000,2,0.0,9.0,2020-08-07 00:00:00.000000,6.0,0,0,
9912,45,2016-06-20 20:24:41.000000,2016-09-07 14:54:56.000000,8456.7,,,,,,2016-07-14 00:00:00.000000,1440,2.0,55.0,2016-07-15 00:00:00.000000,24.0,1,0,
49491,9,2020-07-21 16:50:33.000000,2020-07-21 16:50:33.000000,0.6,,,,,,,27,,,,,0,0,
29586,36,2019-05-29 19:21:33.000000,2020-08-13 18:28:29.000000,41229.21,2020-06-04 15:28:38.392831,2020-08-13 13:31:15.215332,-1452.16,2.0,5.0,2019-05-29 00:00:00.000000,3,15.0,442.0,2019-06-17 00:00:00.000000,18.0,0,0,2019-05-29 15:37:50.000000
49443,45,2020-07-27 14:34:17.000000,2020-07-27 14:35:04.000000,1.2,,,,,,,21,,,,,0,0,
21796,9,2018-08-04 21:43:19.000000,2020-06-09 21:17:30.000000,270244.09,2018-11-08 13:29:42.260314,2020-06-18 18:08:42.227035,-118908.79,14.0,73.0,2018-08-04 00:00:00.000000,68,22.0,675.0,2018-08-05 00:00:00.000000,0.0,1,0,2018-07-27 14:18:28.000000
20094,47,2018-04-24 18:54:11.000000,2019-02-20 20:32:55.000000,8164.75,,,,,,2018-05-22 00:00:00.000000,543,9.0,274.0,2018-06-11 00:00:00.000000,47.0,1,0,2018-04-24 13:36:30.000000
45921,9,2020-03-20 19:23:32.000000,2020-07-17 16:08:34.000000,4655.5,,,,,,2020-04-01 00:00:00.000000,31,4.0,107.0,2020-04-16 00:00:00.000000,26.0,1,0,2020-03-27 18:20:58.000000
20357,36,2018-05-04 17:29:59.000000,2020-08-14 18:44:08.000000,2477664.38,2018-05-11 13:38:34.359757,2020-08-17 12:47:23.673715,-131475.11,2.0,260.0,2018-05-04 00:00:00.000000,2,28.0,833.0,2018-05-04 00:00:00.000000,-1.0,0,0,2018-05-07 17:57:34.000000
21945,9,2018-08-09 16:07:48.000000,2019-01-08 12:52:05.000000,2503.0,2018-08-28 20:21:34.069524,2018-10-05 15:05:26.276622,-2281.9,2.0,2.0,2018-08-09 00:00:00.000000,587,5.0,152.0,2018-08-09 00:00:00.000000,-1.0,1,0,2018-08-02 13:56:33.000000
13931,9,2017-08-19 17:40:54.000000,2020-08-14 18:10:58.000000,921402.81,2017-09-04 12:56:40.733738,2020-08-13 12:45:33.876268,-769192.42,3.0,142.0,2017-08-19 00:00:00.000000,2,36.0,1091.0,2017-08-19 00:00:00.000000,-1.0,0,0,
44135,45,2020-02-20 19:30:23.000000,2020-08-15 17:57:02.000000,67471.81,2020-03-16 13:05:19.320059,2020-08-12 17:36:44.962272,-25427.84,6.0,42.0,2020-03-13 00:00:00.000000,1,5.0,155.0,2020-03-13 00:00:00.000000,21.0,0,0,2020-03-04 14:20:06.000000
16362,9,2018-03-20 13:48:42.000000,2020-08-14 16:50:17.000000,21629.0,2018-06-12 12:59:28.407608,2018-12-03 12:39:47.759584,-8962.69,2.0,4.0,2018-03-20 00:00:00.000000,3,29.0,878.0,2018-05-03 00:00:00.000000,43.0,0,0,
23784,45,2018-10-22 20:19:57.000000,2018-12-04 13:18:56.000000,372268.28,2018-11-12 17:23:19.285015,2018-12-10 12:55:26.701451,-361749.88,1.0,8.0,2018-11-01 00:00:00.000000,622,1.0,33.0,2018-11-01 00:00:00.000000,9.0,1,1,2018-10-26 13:28:28.000000
44507,25,2020-03-04 21:34:59.000000,2020-08-15 16:36:48.000000,30457.32,,,,,,2020-07-28 00:00:00.000000,2,1.0,18.0,2020-07-28 00:00:00.000000,145.0,0,0,2020-07-24 02:58:00.000000
19792,45,2018-04-26 21:57:31.000000,2019-08-19 23:22:04.000000,97979.1,,,,,,2018-04-26 00:00:00.000000,363,16.0,480.0,2018-04-26 00:00:00.000000,-1.0,1,0,2018-04-26 20:19:54.000000
47869,36,2020-06-24 15:06:57.000000,2020-08-03 14:15:12.000000,1375.6,2020-07-21 18:31:10.191560,2020-07-21 18:31:10.191560,-1157.1,1.0,1.0,2020-07-06 00:00:00.000000,14,1.0,28.0,2020-07-09 00:00:00.000000,14.0,0,0,2020-07-01 10:51:56.000000
11150,9,2017-11-01 13:51:32.000000,2017-12-21 21:12:26.000000,182205.0,,,,,,2017-11-01 00:00:00.000000,969,2.0,50.0,2017-11-01 00:00:00.000000,-1.0,1,0,
17615,9,2018-01-28 02:13:20.000000,2018-09-26 19:32:56.000000,35043.11,,,,,,2018-01-28 00:00:00.000000,690,8.0,241.0,2018-02-04 00:00:00.000000,6.0,1,0,
23891,9,2018-10-29 15:26:08.000000,2020-07-27 00:15:19.000000,51802.63,,,,,,2018-11-10 00:00:00.000000,21,21.0,625.0,2018-11-10 00:00:00.000000,11.0,0,0,2018-11-06 12:16:09.000000
18571,9,2018-02-27 15:25:54.000000,2018-03-01 17:20:44.000000,670.0,,,,,,2018-02-27 00:00:00.000000,899,0.0,2.0,2018-03-01 00:00:00.000000,1.0,1,0,
46179,9,2020-04-30 15:08:12.000000,2020-08-15 14:04:29.000000,89434.19,2020-05-05 15:47:31.663846,2020-08-14 20:56:40.414260,-33441.98,4.0,25.0,2020-05-04 00:00:00.000000,2,3.0,103.0,2020-05-04 00:00:00.000000,3.0,0,0,2020-05-04 18:00:51.000000
32951,9,2019-10-11 18:20:28.000000,2020-08-12 15:54:06.000000,150761.29,2019-10-18 20:47:44.365368,2020-08-14 17:10:44.330463,-17961.62,3.0,16.0,2019-10-11 00:00:00.000000,5,10.0,306.0,2019-10-11 00:00:00.000000,-1.0,0,0,2019-08-01 19:30:12.000000
26958,9,2019-02-22 13:46:47.000000,2019-08-09 17:14:05.000000,64359.9,,,,,,2019-02-22 00:00:00.000000,373,6.0,168.0,2019-03-03 00:00:00.000000,8.0,1,0,2019-02-21 20:40:09.000000
38721,9,2019-10-02 14:03:54.000000,2020-08-16 01:40:38.000000,63519.42,2019-10-30 18:03:52.943386,2020-08-16 10:15:27.935812,-55024.40168,4.0,60.0,2019-10-14 00:00:00.000000,1,10.0,307.0,2019-10-14 00:00:00.000000,11.0,0,0,2019-10-21 21:20:06.000000
23841,9,2019-02-19 17:55:30.000000,2020-05-21 13:01:13.000000,58.22,2019-02-20 14:24:39.437829,2019-04-09 14:35:46.993390,-19.2,1.0,4.0,2020-05-21 00:00:00.000000,88,0.0,0.0,,,1,0,
38363,36,2019-09-06 23:00:53.000000,2020-08-15 14:25:40.000000,25370.02,2019-10-08 16:54:47.290689,2020-07-09 19:29:15.377039,-10762.36,1.0,11.0,2019-09-18 00:00:00.000000,2,11.0,332.0,2019-09-18 00:00:00.000000,11.0,0,0,2019-09-16 16:10:27.000000
17166,45,2018-02-01 14:01:27.000000,2020-03-19 19:45:46.000000,323933.71,,,,,,2018-02-01 00:00:00.000000,150,26.0,777.0,2018-02-01 00:00:00.000000,-1.0,1,0,
31866,9,2019-06-28 17:21:35.000000,2020-03-19 20:16:29.000000,103647.1,2019-07-22 19:22:15.372725,2020-02-20 16:13:50.672358,-40468.83,5.0,22.0,2019-07-17 00:00:00.000000,150,8.0,246.0,2019-07-17 00:00:00.000000,18.0,1,0,2019-07-02 13:54:22.000000
14282,9,2017-10-04 20:29:27.000000,2020-08-16 14:51:34.000000,944026.03,2017-10-24 11:42:21.850749,2020-08-11 18:26:11.824129,-112353.54,11.0,57.0,2017-10-04 00:00:00.000000,1,35.0,1047.0,2017-10-04 00:00:00.000000,-1.0,0,0,
11735,9,2017-07-20 19:28:07.000000,2018-09-19 12:58:00.000000,278200.46,2017-10-06 15:48:55.927725,2018-09-13 14:27:27.781641,-6973.0,2.0,9.0,2017-07-20 00:00:00.000000,698,14.0,426.0,2017-07-29 00:00:00.000000,8.0,1,0,
38325,9,2019-09-10 20:33:12.000000,2020-08-12 20:26:59.000000,51189.69,2019-09-23 17:03:29.722167,2019-10-30 19:55:46.262479,-4326.86,1.0,3.0,2019-09-10 00:00:00.000000,4,11.0,337.0,2019-09-19 00:00:00.000000,8.0,0,0,2019-09-12 13:20:30.000000
45995,45,2020-03-24 19:57:00.000000,2020-08-15 21:49:31.000000,41848.4,2020-04-21 12:27:39.431673,2020-08-08 14:12:27.028106,-13606.29,8.0,49.0,2020-04-16 00:00:00.000000,1,4.0,121.0,2020-04-28 00:00:00.000000,34.0,0,0,2020-03-25 21:42:55.000000
43921,45,2020-02-11 20:42:11.000000,2020-06-06 11:18:20.000000,63408.4,2020-05-14 12:53:03.065668,2020-06-04 11:11:39.560331,-41309.0,2.0,2.0,2020-02-20 00:00:00.000000,72,4.0,107.0,2020-02-20 00:00:00.000000,8.0,1,0,2020-02-22 15:02:06.000000
20026,9,2018-05-18 19:26:18.000000,2018-06-20 15:01:05.000000,2089.36,,,,,,2018-05-18 00:00:00.000000,789,1.0,33.0,2018-05-18 00:00:00.000000,-1.0,1,0,2018-05-16 14:34:12.000000
13817,9,2017-08-29 21:12:02.000000,2020-08-06 18:28:59.000000,378470.42,2017-09-11 19:52:09.708231,2020-08-11 15:15:33.022611,-337403.70774,10.0,172.0,2017-08-30 00:00:00.000000,10,36.0,1072.0,2017-08-30 00:00:00.000000,0.0,0,0,2019-02-14 12:31:56.000000
50948,45,2020-08-14 20:58:02.000000,2020-08-14 20:58:02.000000,0.6,,,,,,,2,,,,,0,0,
15845,9,2017-10-27 14:51:54.000000,2017-11-07 19:05:40.000000,3.1,,,,,,,1013,,,,,1,0,
43004,9,2020-01-24 21:29:43.000000,2020-02-04 20:31:14.000000,0.11,,,,,,,194,,,,,1,0,2020-02-04 20:40:07.000000
24221,9,2018-11-15 19:41:47.000000,2019-04-07 17:34:46.000000,101716.88,,,,,,2018-11-23 00:00:00.000000,497,4.0,135.0,2018-11-23 00:00:00.000000,7.0,1,0,2018-11-24 11:21:06.000000
49244,9,2020-07-13 14:40:52.000000,2020-08-15 12:37:23.000000,4685.3,,,,,,2020-08-04 00:00:00.000000,2,0.0,11.0,2020-08-04 00:00:00.000000,21.0,0,0,2020-07-25 03:47:37.000000
17721,9,2018-04-18 13:35:12.000000,2020-08-15 20:36:05.000000,556420.29,2018-09-01 19:04:33.706929,2020-07-20 23:22:58.806180,-63348.08,2.0,11.0,2018-04-21 00:00:00.000000,1,28.0,847.0,2018-05-25 00:00:00.000000,36.0,0,0,2018-04-17 18:06:06.000000
21236,9,2018-06-16 18:42:37.000000,2020-03-13 14:55:28.000000,1461682.63,2019-07-12 12:01:44.357882,2020-02-22 12:39:24.316317,-141718.52,9.0,80.0,2018-06-16 00:00:00.000000,157,21.0,636.0,2018-06-16 00:00:00.000000,-1.0,1,0,2018-06-18 15:23:20.000000
19331,45,2018-04-25 15:14:27.000000,2020-08-15 14:55:16.000000,50806.1,2018-04-27 14:05:13.985761,2020-01-31 18:30:13.088759,-38922.36,5.0,19.0,2018-04-25 00:00:00.000000,2,28.0,843.0,2018-04-25 00:00:00.000000,-1.0,0,0,2018-04-11 19:35:18.000000
14460,9,2017-09-09 13:10:31.000000,2020-08-15 15:53:02.000000,1111500.0464,2017-09-29 14:30:49.179855,2020-08-13 15:53:21.336062,-776543.78,6.0,188.0,2017-09-09 00:00:00.000000,2,36.0,1071.0,2017-09-13 00:00:00.000000,3.0,0,0,
12719,9,2017-07-02 14:06:30.000000,2019-08-31 22:00:39.000000,187147.42,2017-07-10 17:43:41.735579,2019-05-11 16:13:54.813109,-146538.88,7.0,340.0,2017-07-07 00:00:00.000000,351,26.0,785.0,2017-07-07 00:00:00.000000,4.0,1,0,
11865,9,2017-07-25 20:26:53.000000,2018-01-19 23:36:53.000000,1721.02,,,,,,2017-07-25 00:00:00.000000,940,6.0,178.0,2017-10-30 00:00:00.000000,96.0,1,0,
43165,9,2020-01-31 12:58:27.000000,2020-08-14 14:09:54.000000,175336.2,2020-02-07 09:44:59.681200,2020-08-03 11:20:54.957260,-30647.92,5.0,19.0,2020-02-06 00:00:00.000000,3,6.0,190.0,2020-02-06 00:00:00.000000,5.0,0,0,2020-02-06 13:41:21.000000
37914,9,2019-08-14 14:26:59.000000,2020-08-15 17:37:51.000000,94533.0,2019-08-26 17:34:22.894993,2020-08-10 14:00:27.357500,-21757.6,4.0,19.0,2019-08-14 00:00:00.000000,1,12.0,367.0,2019-08-15 00:00:00.000000,0.0,0,0,2019-08-15 20:20:12.000000
47471,9,2020-06-05 20:26:55.000000,2020-08-14 18:57:33.000000,1.25,,,,,,,2,,,,,0,0,2020-06-26 02:33:46.000000
14467,9,2017-09-08 20:40:42.000000,2020-01-30 15:56:32.000000,181162.46,,,,,,2017-09-08 00:00:00.000000,200,29.0,874.0,2017-09-11 00:00:00.000000,2.0,1,0,
44573,45,2020-03-04 19:24:00.000000,2020-07-09 20:12:17.000000,10405.2,2020-06-15 14:04:48.337760,2020-07-14 18:16:38.787931,-9724.57,1.0,2.0,2020-06-08 00:00:00.000000,38,1.0,31.0,2020-06-08 00:00:00.000000,95.0,1,1,2020-04-02 15:10:06.000000
21056,45,2018-06-23 14:13:26.000000,2020-08-15 17:19:27.000000,77722.72,2018-08-09 18:48:52.758076,2020-08-11 13:22:49.789235,-53348.34,4.0,55.0,2018-06-23 00:00:00.000000,1,26.0,784.0,2018-07-28 00:00:00.000000,34.0,0,0,2018-06-13 15:31:45.000000
46773,9,2020-05-21 19:16:54.000000,2020-08-05 14:01:43.000000,6280.23,2020-07-09 14:22:05.697180,2020-08-07 15:09:49.361738,-2053.37,1.0,3.0,2020-05-26 00:00:00.000000,12,2.0,71.0,2020-05-26 00:00:00.000000,4.0,0,0,2020-05-29 11:20:40.000000
43871,36,2020-02-11 20:50:03.000000,2020-02-28 19:17:31.000000,1.01,2020-02-28 19:12:15.858974,2020-02-28 19:12:15.858974,-0.1,1.0,1.0,,170,,,,,1,0,2020-02-28 19:29:00.000000
47287,9,2020-06-10 15:58:58.000000,2020-06-10 15:58:58.000000,0.6,,,,,,,68,,,,,1,0,
19993,45,2018-04-25 18:25:46.000000,2019-12-23 20:29:28.000000,124505.15,2018-05-07 16:07:19.477545,2020-01-20 17:44:58.782066,-84588.4,6.0,61.0,2018-04-25 00:00:00.000000,237,20.0,607.0,2018-04-26 00:00:00.000000,0.0,1,0,2018-05-07 15:27:17.000000
15720,9,2017-10-06 19:51:35.000000,2018-03-16 13:25:18.000000,16340.47,,,,,,2017-10-16 00:00:00.000000,885,5.0,151.0,2017-10-19 00:00:00.000000,12.0,1,0,
31368,36,2019-07-01 18:14:32.000000,2020-08-12 19:53:16.000000,129929.15,,,,,,2019-07-10 00:00:00.000000,4,13.0,399.0,2019-07-10 00:00:00.000000,8.0,0,0,2019-07-02 19:29:19.000000
19591,45,2018-04-08 23:43:21.000000,2018-08-11 18:22:58.000000,33101.01,,,,,,2018-04-08 00:00:00.000000,736,4.0,125.0,2018-04-08 00:00:00.000000,-1.0,1,0,
13232,9,2017-07-06 12:39:41.000000,2020-08-15 13:58:00.000000,1011816.85,2017-07-27 12:35:47.357984,2020-08-13 19:36:46.354512,-203464.07,11.0,117.0,2017-07-14 00:00:00.000000,2,38.0,1128.0,2017-07-14 00:00:00.000000,7.0,0,0,
26687,9,2019-02-14 13:22:07.000000,2020-08-14 17:25:32.000000,107150.48,2019-05-13 14:44:09.464542,2019-06-19 11:28:12.044328,-8557.34,2.0,8.0,2019-02-14 00:00:00.000000,2,18.0,547.0,2019-02-14 00:00:00.000000,-1.0,0,0,2019-02-15 13:07:06.000000
41246,45,2019-12-04 18:16:03.000000,2020-08-15 14:29:28.000000,293842.11,2020-06-04 19:59:29.787728,2020-08-14 12:17:28.124115,-45385.15,4.0,14.0,2019-12-13 00:00:00.000000,2,8.0,246.0,2019-12-13 00:00:00.000000,8.0,0,0,2020-02-12 22:20:54.000000
48886,9,2020-07-03 19:52:40.000000,2020-07-16 19:05:25.000000,2.6,,,,,,,31,,,,,1,0,2020-07-17 11:56:42.000000
47809,36,2020-06-19 16:27:32.000000,2020-08-14 13:56:48.000000,710.6,,,,,,2020-07-22 00:00:00.000000,3,1.0,23.0,2020-07-22 00:00:00.000000,32.0,0,0,2020-06-26 02:35:21.000000
16228,9,2017-11-07 12:59:56.000000,2020-08-11 17:31:18.000000,454448.51,,,,,,2017-11-07 00:00:00.000000,5,34.0,1008.0,2017-11-23 00:00:00.000000,15.0,0,0,
47752,45,2020-06-12 14:57:02.000000,2020-08-14 16:40:21.000000,10791.95,,,,,,2020-06-26 00:00:00.000000,3,2.0,49.0,2020-06-30 00:00:00.000000,17.0,0,0,2020-06-26 02:35:03.000000
45560,45,2020-03-13 19:41:55.000000,2020-04-15 00:00:06.000000,389.3,,,,,,2020-03-24 00:00:00.000000,124,1.0,22.0,,,1,1,2020-03-18 20:30:05.000000
17829,9,2018-02-01 13:54:38.000000,2019-07-25 12:52:00.000000,2076921.76,2018-02-06 18:58:26.795838,2019-02-04 18:50:14.276680,-475446.06,6.0,91.0,2018-02-06 00:00:00.000000,389,18.0,534.0,2018-02-06 00:00:00.000000,4.0,1,0,
40321,9,2019-11-07 19:27:39.000000,2020-06-30 23:46:53.000000,1251.11,2020-07-07 15:35:18.056997,2020-07-07 15:35:18.056997,-510.0,1.0,1.0,2020-06-30 00:00:00.000000,47,0.0,0.0,2020-06-30 00:00:00.000000,235.0,1,1,2019-11-14 17:20:35.000000
48350,36,2020-07-03 14:59:24.000000,2020-07-03 14:59:24.000000,0.6,,,,,,,45,,,,,1,0,2020-07-20 23:35:07.000000
49895,9,2020-07-21 21:15:50.000000,2020-08-16 17:59:43.000000,7841.6,,,,,,2020-07-28 00:00:00.000000,0,1.0,19.0,2020-07-29 00:00:00.000000,7.0,0,0,
49582,36,2020-07-21 20:28:48.000000,2020-08-05 17:22:23.000000,0.7,,,,,,,11,,,,,0,0,
26879,45,2019-06-10 20:53:28.000000,2020-08-14 18:15:13.000000,36728.14,2019-11-20 14:05:00.120154,2020-08-03 10:27:51.603691,-16065.77,2.0,6.0,2019-06-15 00:00:00.000000,2,14.0,426.0,2019-11-19 00:00:00.000000,161.0,0,0,2019-03-22 18:52:16.000000
44516,45,2020-03-04 19:33:16.000000,2020-08-14 17:46:27.000000,6578.25,,,,,,2020-04-20 00:00:00.000000,2,4.0,116.0,2020-04-24 00:00:00.000000,50.0,0,0,2020-03-30 13:11:07.000000
48253,25,2020-07-02 16:59:02.000000,2020-08-03 19:26:11.000000,21430.6,2020-08-07 22:25:32.599454,2020-08-07 22:25:32.599454,-10121.98,1.0,1.0,2020-07-17 00:00:00.000000,13,1.0,17.0,2020-07-17 00:00:00.000000,14.0,0,0,2020-07-13 11:43:54.000000
21143,9,2018-07-04 20:50:52.000000,2018-08-23 15:32:15.000000,1460.1,,,,,,2018-07-04 00:00:00.000000,725,2.0,50.0,2018-07-04 00:00:00.000000,-1.0,1,0,2018-06-29 19:30:39.000000
14989,9,2017-11-13 00:02:12.000000,2020-08-14 21:53:44.000000,139576.2,2018-05-03 15:27:21.483253,2020-08-17 14:21:00.501664,-86582.38,16.0,185.0,2017-11-13 00:00:00.000000,2,34.0,1005.0,2017-11-13 00:00:00.000000,-1.0,0,0,
48469,45,2020-07-09 19:20:09.000000,2020-08-15 17:06:29.000000,601.6,,,,,,2020-08-15 00:00:00.000000,1,0.0,0.0,2020-08-15 00:00:00.000000,36.0,0,0,2020-07-20 23:35:08.000000
17693,9,2018-01-24 15:13:05.000000,2020-08-13 16:21:30.000000,153433.1,2018-06-25 13:52:14.263671,2020-08-11 06:16:04.248761,-62634.96627,10.0,49.0,2018-01-24 00:00:00.000000,4,31.0,932.0,2018-01-24 00:00:00.000000,-1.0,0,0,
22731,9,2018-10-06 14:03:41.000000,2020-03-04 13:41:16.000000,47173.5,2018-10-24 15:15:16.427042,2019-08-01 15:11:37.391704,-17550.3,1.0,5.0,2018-10-06 00:00:00.000000,166,17.0,515.0,2018-10-06 00:00:00.000000,-1.0,1,0,2018-09-18 14:24:22.000000
15306,9,2017-10-23 16:24:42.000000,2018-01-17 23:49:45.000000,237391.57,2017-10-26 15:18:17.951215,2018-01-17 23:02:32.837486,-55045.0,2.0,8.0,2017-10-23 00:00:00.000000,942,3.0,86.0,2017-10-23 00:00:00.000000,-1.0,1,0,
19599,45,2018-04-17 18:06:49.000000,2020-08-14 19:54:12.000000,286311.18,,,,,,2018-04-17 00:00:00.000000,2,28.0,850.0,2018-04-17 00:00:00.000000,-1.0,0,0,2018-04-12 19:33:22.000000
20719,9,2018-06-06 19:38:39.000000,2020-08-15 17:43:39.000000,909945.81,2018-07-09 12:27:44.082526,2020-02-06 12:42:02.164942,-97629.24,2.0,32.0,2018-06-06 00:00:00.000000,1,27.0,801.0,2018-06-09 00:00:00.000000,2.0,0,0,2018-07-10 12:28:30.000000
40814,9,2019-11-19 21:00:49.000000,2020-08-13 11:35:56.000000,181974.51,2020-05-05 18:16:11.403544,2020-07-14 12:52:03.174150,-10354.07,1.0,22.0,2019-12-03 00:00:00.000000,4,8.0,254.0,2019-12-23 00:00:00.000000,33.0,0,0,2019-11-27 20:40:25.000000
14019,9,2018-06-01 13:30:48.000000,2020-08-15 17:34:30.000000,3398039.44,2018-06-06 18:42:34.509831,2020-08-13 21:57:02.109284,-2131540.3436,32.0,211.0,2018-06-01 00:00:00.000000,1,27.0,806.0,2018-06-01 00:00:00.000000,-1.0,0,0,2018-05-24 21:02:38.000000
45485,36,2020-03-13 16:18:19.000000,2020-08-15 12:03:19.000000,35967.4,2020-05-04 12:40:05.853488,2020-08-12 17:06:05.058565,-15035.3,1.0,15.0,2020-04-24 00:00:00.000000,2,4.0,113.0,2020-04-25 00:00:00.000000,42.0,0,0,2020-04-20 20:45:09.000000
49887,45,2020-07-22 20:01:08.000000,2020-08-13 15:40:12.000000,2005.6,,,,,,2020-08-13 00:00:00.000000,4,0.0,0.0,2020-08-13 00:00:00.000000,21.0,0,0,
28913,45,2019-04-27 15:47:55.000000,2020-08-15 14:28:28.000000,9235.62,,,,,,2019-04-27 00:00:00.000000,2,16.0,476.0,2019-05-11 00:00:00.000000,13.0,0,0,2019-04-26 11:36:25.000000
18067,9,2018-09-27 14:37:06.000000,2019-05-10 17:50:44.000000,202566.95,2019-02-22 10:59:36.129583,2019-02-22 10:59:36.129583,-1077.0,1.0,1.0,2018-12-13 00:00:00.000000,464,5.0,148.0,2018-12-13 00:00:00.000000,76.0,1,0,2018-10-03 14:21:24.000000
51137,45,2020-08-12 19:35:27.000000,2020-08-12 19:35:27.000000,0.6,,,,,,,4,,,,,0,0,
49969,36,2020-07-22 20:53:03.000000,2020-07-22 20:53:03.000000,0.6,,,,,,,25,,,,,0,0,
8872,7,2016-01-29 15:44:13.000000,2016-01-29 15:48:17.000000,750.0,,,,,,2016-01-29 00:00:00.000000,1662,0.0,0.0,2016-01-29 00:00:00.000000,-1.0,1,1,
18830,45,2018-03-14 16:10:07.000000,2020-08-14 21:06:40.000000,1244561.6,2018-05-15 17:16:53.202225,2019-11-29 08:24:46.748691,-14958.54,3.0,4.0,2018-03-14 00:00:00.000000,2,29.0,884.0,2018-03-14 00:00:00.000000,-1.0,0,0,2018-03-13 18:47:43.000000
